Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,G_by_Sh,G_by_SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,xA,A-xAG,KP,LastThird,PPA,CrsPA,Prog,SCA,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl_plus_Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,Mn_by_MP,Mn_by_Start,Compl,Subs,Mn_by_Sub,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost,Cmp,Start_Year
Millie Turner,eng ENG,DF,Manchester Utd,26-154,1996.0,8,8,720,1,0,1,0,0,1,0,0.6,0.6,0.0,53926a7a,0bbd83f6,7.0,2.0,0.14,0.5,9.4,0.0,0.09,0.4,0.4,0,559.0,10736.0,3598.0,0.1,0.0,0.0,19.0,1.0,1.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,11.0,8.0,3.0,6.0,8.0,12.0,0.0,604.0,75.0,398.0,188.0,18.0,11.0,604.0,1.0,1.0,3.0,1.0,475.0,0.0,33.0,,0,1,33.0,1.0,3.0,0.0,1.0,-1.0,-2.26,0.3,1.9,-1.6,-3.45,0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0,27.0,6.0,5.0,518.0,2020.0
Chioma Ubogagu,eng ENG,"MF,FW",Tottenham,30-089,1992.0,4,0,62,0,0,0,0,0,0,0,0.0,0.0,0.6,ea933d6b,e8e4577c,1.0,0.0,0.0,,18.2,0.0,0.05,0.0,0.0,0,25.0,282.0,87.0,0.2,-0.6,3.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0,2.0,5.0,9.0,20.0,6.0,34.0,0.0,2.0,3.0,0.0,23.0,8.0,77.0,83.0,4,1,45.0,0.0,1.29,5.0,6.0,-1.0,0.83,4.4,8.6,-4.3,0.53,0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0,5.0,0.0,0.0,19.0,2011.0
Demi Vance,nir NIR,DF,Leicester City WFC,31-220,1991.0,3,1,124,0,0,0,0,0,0,0,0.0,0.0,0.0,e4bc8cb5,23bce84e,0.0,0.0,,,,0.0,,0.0,0.0,0,52.0,613.0,173.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,65.0,9.0,30.0,23.0,12.0,0.0,65.0,0.0,2.0,2.0,1.0,35.0,3.0,46.0,62.0,0,2,38.0,4.0,2.0,4.0,3.0,1.0,1.02,1.7,2.3,-0.6,-0.35,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,6.0,1.0,0.0,39.0,2021.0
Justine Vanhaevermaet,be BEL,MF,Reading,30-223,1992.0,7,7,551,0,0,0,0,0,1,0,0.2,0.2,1.0,301d1778,5d020380,3.0,0.0,0.0,,16.5,0.0,0.06,-0.2,-0.2,0,242.0,2814.0,928.0,0.5,-1.0,5.0,25.0,3.0,0.0,18.0,9.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,4.0,5.0,0.0,2.0,3.0,1.0,5.0,2.0,3.0,7.0,16.0,8.0,0.0,280.0,16.0,57.0,172.0,52.0,6.0,280.0,0.0,1.0,4.0,9.0,152.0,8.0,88.0,88.0,1,0,,1.0,3.0,8.0,0.0,8.0,2.6,4.8,0.5,4.3,1.21,0,9.0,4.0,1.0,6.0,8.0,0.0,0.0,0,44.0,7.0,6.0,164.0,2020.0
Katrine Veje,dk DEN,DF,Everton,31-172,1991.0,6,6,534,0,0,0,0,0,0,0,0.3,0.3,0.1,613c3da2,c4989550,5.0,2.0,0.0,0.0,23.1,0.0,0.06,-0.3,-0.3,0,407.0,6296.0,2381.0,0.2,-0.1,2.0,25.0,6.0,0.0,27.0,10.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,1.0,1.0,3.0,6.0,3.0,5.0,2.0,3.0,10.0,17.0,9.0,0.0,456.0,21.0,216.0,189.0,60.0,5.0,456.0,9.0,14.0,9.0,7.0,321.0,5.0,86.0,86.0,6,0,,0.0,1.29,11.0,11.0,0.0,3.21,6.0,6.5,-0.5,0.72,0,4.0,13.0,0.0,13.0,5.0,0.0,0.0,0,42.0,4.0,4.0,335.0,2019.0
Lauren Wade,nir NIR,"FW,MF",Reading,29-016,1993.0,7,3,329,1,0,1,0,0,0,0,0.2,0.2,0.0,dcc0af7b,5d020380,5.0,5.0,0.2,0.2,18.4,0.0,0.05,0.8,0.8,0,69.0,695.0,274.0,0.1,0.0,1.0,4.0,2.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,3.0,0.0,5.0,1.0,0.0,93.0,3.0,14.0,32.0,49.0,8.0,93.0,1.0,3.0,8.0,2.0,55.0,18.0,90.0,90.0,4,0,,3.0,0.75,2.0,9.0,-7.0,-3.75,1.5,4.0,-2.5,-1.23,0,2.0,1.0,3.0,9.0,4.0,0.0,0.0,0,11.0,0.0,3.0,42.0,2020.0
Claudia Walker,eng ENG,"FW,MF",West Ham,26-181,1996.0,7,1,167,0,0,0,0,0,1,0,0.4,0.4,0.1,fcdb5047,52d65cea,4.0,0.0,0.0,,12.5,0.0,0.11,-0.4,-0.4,0,49.0,444.0,107.0,0.1,-0.1,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0,2.0,0.0,0.0,69.0,0.0,4.0,35.0,30.0,7.0,69.0,0.0,0.0,5.0,7.0,49.0,11.0,43.0,62.0,0,2,24.0,3.0,2.25,5.0,1.0,4.0,-0.19,1.9,1.7,0.3,-0.81,0,4.0,3.0,1.0,7.0,1.0,0.0,0.0,0,3.0,0.0,3.0,26.0,2019.0
Megan Walsh,ie IRL,GK,Brighton,28-026,1994.0,8,8,720,0,0,0,0,0,0,0,0.0,0.0,0.0,8694b82e,fa2752bc,0.0,0.0,,,,0.0,,0.0,0.0,0,362.0,6627.0,4321.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,387.0,313.0,383.0,2.0,2.0,1.0,387.0,0.0,0.0,0.0,0.0,169.0,0.0,,,0,0,,8.0,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,256.0,2019.0
Lia Wälti,ch SUI,MF,Arsenal,29-233,1993.0,8,8,656,1,0,1,0,0,0,0,0.2,0.2,0.5,5410bdaa,411b1108,5.0,2.0,0.2,0.5,23.7,0.0,0.04,0.8,0.8,0,366.0,5948.0,1524.0,0.7,-0.5,4.0,43.0,6.0,1.0,30.0,17.0,16.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,1.0,8.0,2.0,3.0,6.0,3.0,9.0,1.0,8.0,7.0,18.0,2.0,0.0,398.0,6.0,81.0,250.0,69.0,3.0,398.0,1.0,3.0,2.0,2.0,275.0,7.0,49.0,80.0,1,4,19.0,0.0,1.13,3.0,7.0,-4.0,-1.19,2.6,10.0,-7.3,-1.84,0,6.0,10.0,0.0,1.0,8.0,0.0,0.0,0,55.0,1.0,6.0,316.0,2021.0
Charlotte Wardlaw,eng ENG,"MF,DF",Liverpool,19-291,2003.0,4,1,132,0,0,0,0,0,1,0,0.0,0.0,0.0,390d3b41,00f74a56,0.0,0.0,,,,0.0,,0.0,0.0,0,47.0,708.0,241.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,4.0,6.0,6.0,0.0,63.0,6.0,28.0,32.0,4.0,0.0,63.0,0.0,0.0,1.0,2.0,32.0,1.0,90.0,90.0,8,0,,0.0,0.89,11.0,16.0,-5.0,-0.56,11.4,12.3,-0.9,2.77,0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0,5.0,0.0,1.0,34.0,2019.0
Kenzie Weir,sct SCO,MF,Everton,18-328,2004.0,1,0,4,0,0,0,0,0,0,0,0.1,0.1,0.0,044fb7f0,c4989550,1.0,1.0,0.0,0.0,8.2,0.0,0.14,-0.1,-0.1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,90.0,2,0,,6.0,1.5,6.0,4.0,2.0,-0.5,2.1,1.5,0.6,-1.34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2021.0
Charlie Wellings,eng ENG,FW,Reading,24-204,1998.0,8,5,469,2,1,2,0,0,1,0,0.9,0.9,0.7,af308521,5d020380,12.0,4.0,0.17,0.5,18.7,0.0,0.08,1.1,1.1,0,122.0,1230.0,186.0,0.2,0.3,6.0,2.0,2.0,2.0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,3.0,0.0,1.0,5.0,4.0,6.0,0.0,6.0,4.0,9.0,3.0,0.0,165.0,3.0,21.0,72.0,73.0,22.0,165.0,1.0,2.0,8.0,6.0,97.0,21.0,,,0,0,,3.0,,,,,,,,,,0,6.0,6.0,0.0,11.0,3.0,0.0,0.0,0,18.0,3.0,6.0,74.0,2020.0
Clare Wheeler,au AUS,"MF,FW",Everton,24-328,1998.0,4,1,175,0,0,0,0,0,0,0,0.0,0.0,0.0,e0190cc0,c4989550,0.0,0.0,,,,0.0,,0.0,0.0,0,118.0,1697.0,443.0,0.0,0.0,1.0,9.0,1.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,3.0,0.0,2.0,4.0,2.0,4.0,1.0,3.0,5.0,11.0,0.0,0.0,130.0,3.0,47.0,65.0,21.0,0.0,130.0,0.0,0.0,2.0,4.0,86.0,2.0,66.0,77.0,1,2,38.0,1.0,0.86,4.0,17.0,-13.0,-4.6,2.4,11.2,-8.8,-1.5,0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0,17.0,1.0,0.0,91.0,2020.0
Aileen Whelan,eng ENG,"MF,FW",Leicester City WFC,31-119,1991.0,9,9,810,0,0,0,0,0,0,0,0.5,0.5,0.1,11c33ab6,23bce84e,10.0,2.0,0.0,0.0,18.1,0.0,0.05,-0.5,-0.5,0,195.0,2401.0,498.0,0.5,-0.1,3.0,9.0,0.0,0.0,11.0,13.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,5.0,5.0,5.0,7.0,9.0,2.0,6.0,0.0,6.0,9.0,24.0,4.0,0.0,270.0,6.0,56.0,156.0,60.0,18.0,270.0,5.0,14.0,16.0,12.0,173.0,15.0,82.0,82.0,5,0,,0.0,1.29,7.0,12.0,-5.0,-7.45,4.8,6.1,-1.3,-1.16,0,6.0,8.0,1.0,2.0,7.0,0.0,0.0,0,42.0,11.0,4.0,135.0,2019.0
Laura Wienroither,at AUT,DF,Arsenal,23-329,1999.0,8,7,577,1,0,1,0,0,0,0,0.9,0.9,0.1,f8146853,411b1108,8.0,2.0,0.13,0.5,16.6,0.0,0.12,0.1,0.1,0,326.0,4372.0,1471.0,0.2,-0.1,2.0,8.0,6.0,1.0,24.0,10.0,7.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,9.0,7.0,0.0,5.0,8.0,3.0,7.0,0.0,7.0,14.0,30.0,7.0,0.0,381.0,7.0,92.0,183.0,109.0,10.0,381.0,3.0,7.0,10.0,6.0,209.0,14.0,38.0,62.0,0,1,14.0,6.0,3.0,3.0,1.0,2.0,-0.08,1.4,0.6,0.9,-0.25,0,6.0,3.0,0.0,7.0,16.0,0.0,0.0,0,33.0,1.0,1.0,260.0,2021.0
Rachel Williams,eng ENG,"FW,MF",Manchester Utd,34-332,1988.0,4,0,58,1,0,1,0,0,0,0,1.0,1.0,0.0,2fa8aa92,0bbd83f6,5.0,2.0,0.2,0.5,15.0,0.0,0.21,0.0,0.0,0,20.0,191.0,55.0,0.1,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,1.0,1.0,11.0,19.0,6.0,30.0,0.0,1.0,5.0,1.0,26.0,3.0,,,0,0,,1.0,,,,,,,,,,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2.0,3.0,1.0,13.0,2004.0
Victoria Williams,eng ENG,DF,Brighton,32-247,1990.0,8,8,720,0,0,0,0,0,1,0,0.1,0.1,0.0,fd4f768b,fa2752bc,1.0,1.0,0.0,0.0,12.0,0.0,0.07,-0.1,-0.1,0,340.0,5262.0,2208.0,0.1,0.0,1.0,13.0,2.0,0.0,11.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,7.0,7.0,1.0,6.0,11.0,5.0,14.0,11.0,3.0,20.0,35.0,24.0,0.0,422.0,81.0,289.0,125.0,12.0,4.0,422.0,1.0,1.0,4.0,2.0,237.0,2.0,16.0,,0,1,16.0,0.0,0.0,0.0,0.0,0.0,0.38,0.7,0.9,-0.2,-0.18,0,5.0,3.0,0.0,0.0,6.0,0.0,0.0,1,53.0,12.0,6.0,250.0,2020.0
Leah Williamson,eng ENG,DF,Arsenal,25-254,1997.0,3,2,194,0,0,0,0,0,0,0,0.1,0.1,0.1,9a40ae1f,411b1108,4.0,0.0,0.0,,16.1,0.0,0.03,-0.1,-0.1,0,205.0,4149.0,1785.0,0.3,-0.1,3.0,25.0,6.0,1.0,26.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,212.0,10.0,73.0,114.0,26.0,4.0,212.0,0.0,0.0,0.0,0.0,169.0,1.0,87.0,87.0,4,0,,1.0,1.0,10.0,25.0,-15.0,0.17,9.2,12.5,-3.4,1.85,0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0,16.0,1.0,0.0,173.0,2021.0
Lily Woodham,wls WAL,"MF,DF",Reading,22-096,2000.0,9,9,760,0,0,0,0,0,2,0,0.1,0.1,0.9,828d664e,5d020380,2.0,0.0,0.0,,14.0,0.0,0.05,-0.1,-0.1,0,325.0,4232.0,1292.0,0.7,-0.9,9.0,16.0,4.0,1.0,20.0,16.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,2.0,2.0,5.0,8.0,3.0,9.0,2.0,7.0,17.0,25.0,11.0,0.0,396.0,18.0,97.0,190.0,114.0,6.0,396.0,6.0,14.0,15.0,5.0,194.0,18.0,21.0,,0,8,21.0,0.0,2.63,5.0,1.0,4.0,-0.14,3.4,0.9,2.5,0.79,0,7.0,14.0,0.0,29.0,4.0,0.0,1.0,0,42.0,6.0,4.0,207.0,2018.0
Lotte Wubben-Moy,eng ENG,DF,Arsenal,23-331,1999.0,8,6,552,0,1,0,0,0,0,0,0.4,0.4,0.2,f254ebd6,411b1108,6.0,1.0,0.0,0.0,14.3,0.0,0.06,-0.4,-0.4,0,500.0,9175.0,3748.0,0.4,0.8,1.0,39.0,2.0,0.0,15.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,3.0,0.0,2.0,3.0,1.0,7.0,4.0,3.0,7.0,12.0,12.0,0.0,533.0,53.0,303.0,219.0,13.0,6.0,533.0,1.0,1.0,1.0,4.0,415.0,1.0,68.0,90.0,2,1,1.0,4.0,2.25,5.0,3.0,2.0,-2.53,1.9,1.8,0.1,-1.18,0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0,41.0,4.0,5.0,428.0,2019.0
Park Yeeun,kr KOR,"FW,MF",Brighton,26-052,1996.0,4,0,38,0,0,0,0,0,0,0,0.0,0.0,0.0,04db329d,fa2752bc,0.0,0.0,,,,0.0,,0.0,0.0,0,21.0,250.0,123.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,14.0,4.0,0.0,23.0,0.0,0.0,1.0,0.0,15.0,3.0,89.0,89.0,8,0,,0.0,0.0,2.0,25.0,-23.0,-2.58,3.9,13.0,-9.1,-0.28,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,15.0,2014.0
Shelina Zadorsky,ca CAN,DF,Tottenham,30-045,1992.0,7,7,630,0,0,0,0,0,0,0,0.2,0.2,0.1,23aceac3,e8e4577c,3.0,0.0,0.0,,9.1,0.0,0.08,-0.2,-0.2,0,324.0,5304.0,2235.0,0.1,-0.1,1.0,16.0,2.0,0.0,19.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,9.0,8.0,1.0,15.0,19.0,32.0,0.0,388.0,58.0,257.0,126.0,7.0,3.0,388.0,0.0,0.0,1.0,5.0,239.0,0.0,80.0,80.0,3,0,,0.0,2.63,21.0,5.0,16.0,0.06,8.2,3.7,4.5,-0.99,0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,0,35.0,4.0,5.0,252.0,2019.0
Katie Zelem,eng ENG,MF,Manchester Utd,26-322,1996.0,8,8,720,2,5,1,1,1,3,0,1.4,0.6,1.0,213a7877,0bbd83f6,7.0,3.0,0.14,0.33,18.9,2.0,0.08,0.6,0.4,0,566.0,8039.0,2669.0,1.4,4.0,19.0,44.0,8.0,1.0,38.0,28.0,9.0,19.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,12.0,10.0,5.0,6.0,1.0,5.0,11.0,6.0,8.0,1.0,7.0,15.0,27.0,8.0,0.0,616.0,19.0,138.0,337.0,143.0,9.0,615.0,2.0,2.0,5.0,13.0,396.0,17.0,5.0,,0,1,5.0,7.0,3.0,0.0,0.0,0.0,-2.27,0.0,0.0,0.0,-0.76,0,5.0,3.0,0.0,45.0,10.0,0.0,0.0,0,64.0,2.0,9.0,418.0,2018.0
Julia Zigiotti Olme,se SWE,MF,Brighton,24-349,1997.0,8,8,710,0,0,0,0,0,3,0,0.4,0.4,0.1,d3f7c3ef,fa2752bc,10.0,3.0,0.0,0.0,24.5,0.0,0.04,-0.4,-0.4,0,316.0,3446.0,1121.0,0.2,-0.1,3.0,21.0,2.0,0.0,15.0,19.0,10.0,0.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,17.0,11.0,2.0,11.0,4.0,6.0,12.0,6.0,6.0,2.0,4.0,9.0,26.0,5.0,0.0,375.0,13.0,101.0,219.0,62.0,4.0,375.0,5.0,9.0,12.0,13.0,216.0,8.0,41.0,78.0,1,4,13.0,1.0,1.0,7.0,7.0,0.0,1.71,3.1,4.6,-1.5,0.38,0,13.0,11.0,0.0,10.0,11.0,1.0,0.0,0,53.0,3.0,9.0,198.0,2021.0
Manuela Zinsberger,at AUT,GK,Arsenal,27-050,1995.0,8,8,720,0,0,0,0,0,0,0,0.0,0.0,0.0,c7dc2a33,411b1108,0.0,0.0,,,,0.0,,0.0,0.0,0,397.0,7492.0,4386.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,414.0,260.0,396.0,18.0,0.0,0.0,414.0,0.0,0.0,0.0,0.0,309.0,0.0,87.0,87.0,6,0,,0.0,1.29,11.0,12.0,-1.0,-0.15,5.9,6.8,-0.9,-0.94,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,13.0,2.0,1.0,360.0,2021.0
Jessica Ziu,ie IRL,"MF,DF",West Ham,20-185,2002.0,3,2,169,0,1,0,0,0,1,0,0.0,0.0,0.2,5fdaf742,52d65cea,1.0,0.0,0.0,,17.3,0.0,0.05,0.0,0.0,0,58.0,621.0,206.0,0.4,0.8,3.0,2.0,3.0,0.0,4.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,5.0,4.0,3.0,0.0,3.0,1.0,4.0,4.0,0.0,74.0,4.0,14.0,31.0,30.0,5.0,74.0,1.0,4.0,0.0,6.0,48.0,7.0,90.0,90.0,8,0,,0.0,1.5,12.0,15.0,-3.0,,10.7,8.6,2.2,,0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0,12.0,1.0,2.0,39.0,2021.0
Eseosa Aigbogun,ch SUI,"DF,MF",Paris FC,29-199,1993.0,9,7,629,0,0,0,0,0,3,1,0.4,0.4,0.1,2dee6fe8,28d9b675,5.0,2.0,0.0,0.0,20.1,0.0,0.07,-0.4,-0.4,0,357.0,3700.0,1780.0,0.1,-0.1,3.0,11.0,3.0,0.0,12.0,7.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,9.0,9.0,1.0,7.0,11.0,4.0,8.0,1.0,7.0,11.0,30.0,10.0,2.0,425.0,10.0,161.0,189.0,75.0,8.0,425.0,5.0,9.0,14.0,8.0,193.0,17.0,70.0,81.0,3,2,30.0,0.0,1.89,13.0,6.0,7.0,0.67,9.6,7.2,2.4,-0.82,1,6.0,4.0,2.0,6.0,13.0,0.0,0.0,0,63.0,2.0,2.0,267.0,2018.0
Tinaya Alexander,eng ENG,"FW,DF",Montpellier,23-237,1999.0,4,0,34,0,0,0,0,0,0,0,0.0,0.0,0.0,0835cd1b,7bbdea71,0.0,0.0,,,,0.0,,0.0,0.0,0,9.0,124.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,1.0,3.0,12.0,4.0,16.0,0.0,4.0,3.0,0.0,11.0,4.0,9.0,,0,4,9.0,4.0,1.25,2.0,1.0,1.0,2.23,0.3,1.0,-0.7,-2.24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,6.0,2018.0
Nadjma Ali Nadjim,fr FRA,FW,Le Havre,28-080,1994.0,9,6,608,1,2,1,0,0,4,0,1.9,1.9,1.5,49d82495,c57b7254,21.0,8.0,0.05,0.13,21.5,0.0,0.09,-0.9,-0.9,0,126.0,1019.0,259.0,1.3,0.5,6.0,7.0,3.0,1.0,7.0,18.0,8.0,0.0,4.0,2.0,4.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,6.0,0.0,0.0,196.0,0.0,9.0,78.0,111.0,36.0,196.0,7.0,13.0,24.0,18.0,137.0,42.0,68.0,85.0,2,3,33.0,0.0,1.44,9.0,8.0,1.0,0.15,8.3,10.7,-2.3,0.41,0,10.0,10.0,4.0,13.0,2.0,1.0,0.0,0,28.0,4.0,13.0,63.0,2020.0
Selen Altunkulak,tr TUR,"DF,MF",Rodez,25-006,1997.0,6,1,109,0,0,0,0,0,1,0,0.1,0.1,0.1,83816eff,700c41b4,2.0,1.0,0.0,0.0,33.8,1.0,0.03,-0.1,-0.1,0,35.0,557.0,348.0,0.0,-0.1,1.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,4.0,5.0,2.0,0.0,47.0,3.0,24.0,14.0,10.0,0.0,47.0,0.0,0.0,1.0,0.0,15.0,0.0,18.0,54.0,0,5,11.0,1.0,0.67,0.0,3.0,-3.0,-1.34,0.4,1.6,-1.2,-0.45,0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0,9.0,0.0,0.0,27.0,2018.0
